Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75.0,50,8.8,4,InXile Entertainment,Teen
Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78.0,47,8.3,13,The Behemoth,Teen
World Snooker Championship 2007,PS3,2007,Sports,Sega,0.0,0.1,0.0,0.0,0.1,,,,,Unknown,Unknown
L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Lode Runner 3-D,N64,1998,Action,Infogrames,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Indy Racing 2000,N64,2000,Racing,Infogrames,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
GT64 Championship Edition,N64,1998,Racing,Ocean,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Milo's Astro Lanes,N64,1998,Sports,Interplay,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Jeopardy!,N64,1998,Misc,GameTek,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Virtual Pool 64,N64,1998,Sports,Crave Entertainment,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Flying Dragon,N64,1997,Fighting,Natsume,0.08,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
International Superstar Soccer 64 (weekly JP sales),N64,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1,,,,,Unknown,Unknown
Gekido,PS,1999,Fighting,Infogrames,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Myst,DS,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43.0,25,3.5,6,Hoplite Research,Everyone
Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Disney's The Jungle Book,GBA,2002,Platform,Ubisoft,0.07,0.03,0.0,0.0,0.1,60.0,4,,,Visual Impact,Everyone
Puss in Boots,DS,2011,Action,THQ,0.08,0.01,0.0,0.01,0.1,,,,,ImaginEngine,Everyone
Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.1,54.0,15,,,Virtuos,Teen
Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.03,0.0,0.01,0.1,,,7.2,57,Airtight Games,Mature
Army Men World War: Team Assault,PS,2001,Action,3DO,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Deca Sports DS,DS,2009,Sports,Hudson Soft,0.07,0.02,0.0,0.01,0.1,57.0,10,,,Hudson Soft,Everyone
nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64.0,49,7.1,16,Techland,Everyone 10+
Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77.0,21,8.6,8,Ubisoft Montreal,Teen
Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55.0,59,6.1,41,Cavia Inc.,Mature
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,12,7.5,14,Griptonite Games,Everyone 10+
Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,67.0,5,7.3,8,Crave,Everyone 10+
Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,32.0,4,1.8,4,505 Games,Teen
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69.0,17,7.7,7,Backbone Entertainment,Everyone
Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,69.0,25,7.4,5,Konami,Mature
King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,60.0,14,8.5,13,From Software,Teen
LEGO Rock Raiders,PS,1999,Strategy,LEGO Media,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Ghost in the Shell,PS,1997,Simulation,Sony Computer Entertainment,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,17.0,11,1.7,37,Team 17,Mature
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,39.0,6,,,"Majesco Games, Majesco",Teen
Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0.0,0.0,0.01,0.1,,,,,Ivolgamus,Everyone 10+
Evil Dead: Fistfull of Boomstick,XB,2003,Action,THQ,0.07,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,0.07,0.02,0.0,0.0,0.1,,,,,Ubisoft,Mature
Harvest Moon DS Cute (jp sales),DS,2005,Simulation,Marvelous Interactive,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0.0,0.0,0.01,0.1,55.0,4,,,Now Production,Everyone
Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,84.0,51,7.7,39,Quantic Dream,Mature
Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Generator Rex: Agent of Providence,3DS,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1,,,,,Virtuos,Everyone 10+
Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0.0,0.0,0.1,61.0,26,,,Edge of Reality,Everyone 10+
Cabela's North American Adventures,PSP,2010,Sports,Activision,0.09,0.0,0.0,0.01,0.1,,,7.8,5,FUN Labs,Teen
World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0.0,0.01,0.1,75.0,6,,,Left Field Productions,Teen
Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28.0,13,4.6,8,Media Vision,Everyone
Crime Crackers,PS,1994,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.1,,,,,Unknown,Unknown
NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75.0,37,6.1,24,2K Sports,Everyone 10+
SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Micro Machines V3,PS,1997,Racing,Codemasters,0.06,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1,36.0,10,4.5,15,Silicon Knights,Teen
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,82.0,17,9.2,6,2K Sports,Everyone
Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,73.0,36,8.2,35,Grasshopper Manufacture,Everyone 10+
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,0.08,0.01,0.0,0.01,0.1,,,,,Unknown,Unknown
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000,Adventure,Sega,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Happy Feet Two,DS,,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0.0,0.01,0.1,,,,,WayForward,Everyone
Idol Janshi Suchie-Pai Remix,SAT,1995,Misc,Jaleco,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.03,0.06,0.0,0.01,0.1,,,5.7,65,2K Sports,Everyone 10+
Exhibition Volume 03,XB,2003,Misc,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011,Action,THQ,0.07,0.02,0.0,0.01,0.1,54.0,4,,,THQ,Everyone 10+
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.09,0.0,0.0,0.01,0.1,62.0,19,8.0,8,High Voltage Software,Teen
Zero4 Champ RR-Z,SNES,1995,Racing,Media Rings,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Initial D: Street Stage,PSP,2006,Racing,Sega,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Tales of Innocence R,PSV,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1,43.0,12,5.0,56,Unknown,Unknown
Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0.0,0.01,0.1,47.0,11,,,Ubisoft,Teen
Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1,46.0,17,8.0,10,Eurocom Entertainment Software,Mature
Lucky * Star: Ryouou Gakuen Outousai,PS2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1,,,,,Unknown,Unknown
Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1,65.0,33,7.7,14,ArtePiazza,Everyone 10+
Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0.0,0.01,0.1,,,1.4,10,Koolhaus Games,Everyone
Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007,Fighting,Takara Tomy,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,0.08,0.02,0.0,0.0,0.1,39.0,11,2.9,11,Kemco,Teen
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0.0,0.02,0.1,83.0,16,9.2,87,5pb,Mature
Piglet's Big Game,PS2,2003,Platform,Gotham Games,0.05,0.04,0.0,0.01,0.1,,,,,Doki Denki,Everyone
Real Bout Garou Densetsu,SAT,1996,Fighting,SNK,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010,Platform,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1,,,,,Unknown,Unknown
Project FIFA World Cup,PS2,2002,Sports,Electronic Arts,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Rocky: Legends,XB,2004,Action,Ubisoft,0.07,0.02,0.0,0.0,0.1,67.0,21,5.2,6,Venom Games,Teen
The BIGS 2,PSP,2009,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,67.0,5,,,Blue Castle Games,Everyone 10+
Lord of Apocalypse,PSP,2011,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1,,,,,Unknown,Unknown
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004,Adventure,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Nancy Drew: The Model Mysteries,DS,2010,Puzzle,THQ,0.09,0.0,0.0,0.01,0.1,,,,,"THQ, AWE Games",Everyone 10+
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008,Adventure,Alchemist,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Cate West: The Vanishing Files,DS,2008,Adventure,Oxygen Interactive,0.08,0.01,0.0,0.01,0.1,68.0,4,,,Magellan Interactive,Everyone 10+
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1,42.0,19,8.3,18,Starsphere Interactive,Everyone
Fifi and the Flowertots,DS,2009,Misc,Avanquest,0.0,0.09,0.0,0.01,0.1,,,,,Unknown,Unknown
The Land Before Time: Great Valley Racing Adventure,PS,2001,Racing,TDK Mediactive,0.05,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
System Flaw,DS,2009,Shooter,Enjoy Gaming ltd.,0.09,0.0,0.0,0.01,0.1,,,,,Visual Impact,Everyone
Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71.0,28,5.9,94,Other Ocean Interactive,Teen
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0.0,0.02,0.1,73.0,26,6.3,37,CCP,Teen
Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,28.0,16,0.9,50,Dimps Corporation,Teen
The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.05,0.0,0.01,0.1,,,,,Unknown,Unknown
The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,13,6.8,50,Ivory Tower,Teen
Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,Atari,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
The Walking Dead: Season Two,PSV,2014,Adventure,Telltale Games,0.07,0.0,0.01,0.02,0.1,,,,,Unknown,Unknown
MTX Mototrax,XB,2004,Racing,Activision,0.07,0.02,0.0,0.0,0.1,79.0,39,,,Left Field Productions,Everyone
Blast Chamber,PS,1996,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Championship Pony,DS,2008,Simulation,"Destination Software, Inc",0.09,0.0,0.0,0.01,0.1,,,,,Coyote Console,Everyone
NASCAR Unleashed,PS3,2011,Racing,Activision,0.09,0.0,0.0,0.01,0.1,,,,,Firebrand Games,Everyone
Code:Realize - Sousei no Himegimi,PSV,2014,Adventure,Idea Factory,0.05,0.0,0.03,0.02,0.1,,,,,Unknown,Unknown
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,31,6.0,79,Kadokawa,Mature
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1,52.0,46,5.5,65,Rebellion,Mature
EyeToy: Operation Spy,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,53.0,23,,,SCEE London Studio,Everyone
MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0.0,0.01,0.1,62.0,26,9.1,7,Milestone,Everyone
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53.0,19,7.2,22,Gaijin Entertainment,Mature
Disney Sing It! High School Musical 3: Senior Year,X360,2009,Misc,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,10,4.2,5,Red Fly Studio,Teen
Option Tuning Car Battle,PS,1998,Racing,MTO,0.0,0.0,0.09,0.01,0.1,,,,,Unknown,Unknown
Ridge Racer 2,PSP,2006,Racing,Sony Computer Entertainment,0.0,0.02,0.07,0.01,0.1,,,,,Bandai Namco Games,Unknown
Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.05,0.0,0.01,0.1,,,7.0,34,Konami,Everyone
Derby Jockey 2,SNES,1995,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51.0,15,5.9,14,AQ Interactive,Everyone
Famicom Mini: Mappy,GBA,2004,Platform,Nintendo,0.0,0.0,0.09,0.0,0.1,,,,,Unknown,Unknown
Ben 10 Galactic Racing,X360,2011,Racing,D3Publisher,0.07,0.02,0.0,0.01,0.1,,,,,Monkey Bar Games,Everyone
Reign of Fire,XB,2002,Shooter,BAM! Entertainment,0.07,0.02,0.0,0.0,0.1,54.0,13,,,Bam Entertainment,Mature
Descent Maximum,PS,1997,Shooter,Interplay Productions,0.05,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
F1 2014,PC,2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1,61.0,20,4.8,65,Codemasters Birmingham,Everyone
King of Clubs: Mini Golf,Wii,2008,Sports,Oxygen Interactive,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Harvest Moon: Frantic Farming,DS,2009,Puzzle,Rising Star Games,0.08,0.0,0.0,0.01,0.1,72.0,7,6.8,6,Natsume,Everyone
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.05,0.04,0.0,0.01,0.1,,,6.8,17,Exient Entertainment,Everyone
Petz Hamsterz Superstarz,DS,2009,Simulation,Ubisoft,0.09,0.0,0.0,0.01,0.1,,,,,Ubisoft Nagoya,Everyone
Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,63.0,27,6.6,10,Tri-Crescendo,Everyone 10+
Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1,57.0,15,,,Ubisoft Casablanca,Everyone 10+
Shining Force EXA,PS2,2007,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,64.0,24,7.3,17,Neverland,Everyone 10+
Virtual Pro Wrestling,PS,1996,Fighting,Asmik Ace Entertainment,0.0,0.0,0.09,0.01,0.1,,,,,Unknown,Unknown
Rapala Pro Bass Fishing 2010,DS,2010,Sports,Activision,0.09,0.0,0.0,0.01,0.1,,,,,Magic Pockets,Everyone
Shadow Tower,PS,1998,Role-Playing,From Software,0.01,0.01,0.07,0.01,0.1,,,,,Unknown,Unknown
Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,71.0,8,7.6,27,Bec,Everyone 10+
Luminous Arc 2 (JP sales),DS,,Role-Playing,Unknown,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
CSI: Hard Evidence,X360,2007,Adventure,Ubisoft,0.07,0.02,0.0,0.01,0.1,,,,,Unknown,Unknown
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56.0,15,5.5,4,Behaviour Interactive,Everyone 10+
Ford Racing 3,DS,2005,Racing,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,49.0,5,,,Visual Impact,Everyone
Ice Age 2: The Meltdown,XB,2006,Platform,Vivendi Games,0.07,0.02,0.0,0.0,0.1,68.0,16,,,Vivendi Games,Everyone 10+
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,73.0,39,7.5,13,Arc System Works,Teen
The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,60.0,8,,,High Voltage Software,Everyone 10+
Horse Life Adventures,DS,2008,Simulation,Deep Silver,0.08,0.01,0.0,0.01,0.1,,,,,Neko Entertainment,Everyone
The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,7,8.2,5,Loose Cannon Studios,Everyone 10+
Shadow Master,PS,1997,Adventure,Psygnosis,0.05,0.04,0.0,0.01,0.1,,,,,Unknown,Unknown
Global Touring Challenge: Africa,PS2,2001,Racing,Rage Software,0.05,0.04,0.0,0.01,0.1,64.0,12,,,Rage Software,Everyone
Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.05,0.04,0.0,0.01,0.1,88.0,24,8.3,280,Yacht Club Games,Everyone
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,0.02,0.01,0.06,0.01,0.1,,,,,Unknown,Unknown
Tokimeki Memorial: Taisen Pazurudama,PS,1996,Puzzle,Konami Digital Entertainment,0.0,0.0,0.09,0.01,0.1,,,,,Unknown,Unknown
Digimon World: Next Order,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,B.B.Studio,Unknown
Who Wants to Be A Millionaire?,X360,2011,Misc,Ubisoft,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
The Secret Saturdays: Beasts of the 5th Sun,PSP,2009,Action,D3Publisher,0.08,0.0,0.0,0.01,0.1,,,,,High Voltage Software,Everyone 10+
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.0,0.06,0.01,0.1,66.0,25,7.3,24,Experience Inc.,Mature
Skylanders: Spyro's Adventure,PC,2011,Action,Activision,0.05,0.03,0.0,0.01,0.1,,,3.5,15,Toys for Bob,Everyone 10+
Man vs. Wild,X360,2011,Action,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,,,4.6,8,Scientifically Proven,Teen
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Watchmen: The End is Nigh Part 1 & 2,X360,2009,Action,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
MotoGP 2,XB,2003,Racing,THQ,0.07,0.02,0.0,0.0,0.1,87.0,23,8.5,14,Climax Group,Everyone
Pro Yakyuu Famista DS,DS,2007,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Happy Feet Two,X360,,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0.0,0.01,0.1,,,,,Unknown,Unknown
iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision,0.08,0.01,0.0,0.01,0.1,,,9.0,10,Big Blue Bubble Inc.,Everyone
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,GBA,2002,Fighting,Banpresto,0.05,0.02,0.03,0.0,0.1,,,,,Unknown,Unknown
Gundam Breaker 3,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014,Role-Playing,Atlus,0.07,0.02,0.0,0.01,0.1,,,,,Unknown,Unknown
Paws & Claws: Pet Vet,Wii,2009,Simulation,THQ,0.09,0.0,0.0,0.01,0.1,,,,,Unknown,Unknown
Dora's Cooking Club,DS,2010,Misc,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1,,,,,Unknown,Unknown
Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,62.0,25,6.2,32,IR Gurus,Teen
Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71.0,30,7.7,43,Gust,Teen
Sol Trigger,PSP,2012,Role-Playing,Image Epoch,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1,86.0,4,8.4,12,KCET,Teen
Ballistic: Ecks vs. Sever,GBA,2002,Shooter,BAM! Entertainment,0.07,0.03,0.0,0.0,0.1,,,,,Unknown,Unknown
Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,71.0,29,6.5,15,Omega Force,Teen
Jikkyou Powerful Pro Yakyuu 11,GC,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.1,,,,,Unknown,Unknown
Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,54.0,13,,,Sanzaru Games,Everyone 10+
Steel Battalion,XB,2002,Simulation,Microsoft Game Studios,0.05,0.02,0.02,0.0,0.1,83.0,20,8.5,20,Capcom,Teen
Street Fighter Collection,PS,1997,Fighting,Capcom,0.0,0.0,0.09,0.01,0.1,,,,,Unknown,Unknown
Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,,,,,ImaginEngine,Everyone
Digimon Story: Super Xros Wars Blue/Red,DS,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Power Stone Collection,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.1,74.0,34,6.8,6,Capcom,Teen
Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,58.0,16,5.9,28,Papaya Studios,Everyone 10+
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
Bejeweled Twist,DS,2010,Puzzle,PopCap Games,0.0,0.08,0.0,0.01,0.1,77.0,10,,,Griptonite Games,Everyone
"Blast Works: Build, Trade, Destroy",Wii,2008,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,78.0,30,7.7,17,BudCat,Everyone
MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,THQ,0.07,0.02,0.0,0.0,0.1,,,,,Unknown,Unknown
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,48.0,19,4.8,6,SNK Playmore,Teen
Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,Unknown,Unknown
